File_Name,True_Label,Predicted_Label
1037_MTI_HAP_XX.wav,happy,happy
1083_TIE_ANG_XX.wav,angry,angry
1034_TSI_SAD_XX.wav,sad,sad
1057_MTI_HAP_XX.wav,happy,happy
YAF_raid_fear.wav,fear,fear
1030_TIE_FEA_XX.wav,fear,fear
1068_IWL_FEA_XX.wav,fear,fear
1058_IOM_HAP_XX.wav,happy,happy
OAF_keg_disgust.wav,disgust,disgust
1063_IEO_HAP_MD.wav,happy,happy
YAF_gun_angry.wav,angry,angry
OAF_voice_fear.wav,fear,fear
1077_TSI_DIS_XX.wav,disgust,disgust
YAF_road_happy.wav,happy,happy
1011_IOM_ANG_XX.wav,angry,angry
1073_TAI_ANG_XX.wav,angry,angry
1042_IEO_NEU_XX.wav,neutral,neutral
YAF_pike_angry.wav,angry,angry
JK_a02.wav,angry,angry
1046_IOM_HAP_XX.wav,happy,happy
1090_IEO_HAP_MD.wav,happy,happy
JE_h11.wav,happy,happy
1053_MTI_SAD_XX.wav,sad,sad
1055_IOM_NEU_XX.wav,neutral,neutral
1042_IEO_DIS_HI.wav,disgust,disgust
YAF_walk_happy.wav,happy,happy
1053_MTI_ANG_XX.wav,angry,angry
03-01-04-02-01-01-11.wav,sad,disgust
1040_IEO_SAD_HI.wav,sad,sad
1078_IWW_DIS_XX.wav,disgust,disgust
03-01-01-01-02-02-24.wav,neutral,neutral
1075_ITS_NEU_XX.wav,neutral,neutral
OAF_match_happy.wav,happy,happy
YAF_have_disgust.wav,disgust,disgust
YAF_hall_disgust.wav,disgust,disgust
JE_a02.wav,angry,angry
1030_IOM_NEU_XX.wav,neutral,neutral
1064_MTI_DIS_XX.wav,disgust,disgust
1078_ITH_FEA_XX.wav,fear,sad
1070_DFA_DIS_XX.wav,disgust,disgust
1013_IWW_FEA_XX.wav,fear,fear
OAF_chain_neutral.wav,neutral,neutral
YAF_dime_angry.wav,angry,angry
1030_ITH_HAP_XX.wav,happy,happy
1085_TIE_HAP_XX.wav,happy,happy
03-01-05-01-01-01-10.wav,angry,angry
03-01-05-02-02-01-06.wav,angry,angry
YAF_dodge_neutral.wav,neutral,neutral
1025_ITS_FEA_XX.wav,fear,fear
1047_TSI_FEA_XX.wav,fear,fear
YAF_dip_sad.wav,sad,sad
1058_MTI_DIS_XX.wav,disgust,disgust
1025_IWL_SAD_XX.wav,sad,sad
YAF_doll_neutral.wav,neutral,neutral
1020_WSI_HAP_XX.wav,happy,happy
1007_MTI_SAD_XX.wav,sad,fear
1064_MTI_HAP_XX.wav,happy,happy
1060_IOM_FEA_XX.wav,fear,fear
1063_TSI_NEU_XX.wav,neutral,neutral
1002_IWL_NEU_XX.wav,neutral,sad
1053_IEO_NEU_XX.wav,neutral,neutral
1074_IEO_FEA_MD.wav,fear,happy
1017_IOM_SAD_XX.wav,sad,sad
1052_TIE_FEA_XX.wav,fear,fear
OAF_haze_happy.wav,happy,happy
1057_WSI_NEU_XX.wav,neutral,neutral
1045_IEO_FEA_LO.wav,fear,fear
YAF_book_angry.wav,angry,angry
JK_n03.wav,neutral,neutral
1006_IWL_FEA_XX.wav,fear,fear
1017_IWW_HAP_XX.wav,happy,happy
1072_IEO_SAD_LO.wav,sad,sad
1042_IEO_DIS_LO.wav,disgust,disgust
1044_TAI_NEU_XX.wav,neutral,neutral
1030_TSI_HAP_XX.wav,happy,happy
OAF_should_sad.wav,sad,sad
OAF_gas_happy.wav,happy,happy
OAF_wife_fear.wav,fear,fear
OAF_kick_happy.wav,happy,happy
YAF_void_fear.wav,fear,fear
03-01-03-01-01-01-07.wav,happy,happy
1006_ITS_SAD_XX.wav,sad,sad
1062_IEO_DIS_HI.wav,disgust,disgust
03-01-06-02-02-02-17.wav,fear,fear
1033_IWL_HAP_XX.wav,happy,happy
OAF_note_fear.wav,fear,fear
1081_WSI_DIS_XX.wav,disgust,disgust
03-01-02-02-01-01-07.wav,neutral,neutral
1076_TIE_FEA_XX.wav,fear,fear
1030_ITS_HAP_XX.wav,happy,happy
1038_TAI_ANG_XX.wav,angry,angry
1081_WSI_HAP_XX.wav,happy,happy
1088_WSI_DIS_XX.wav,disgust,disgust
1028_IEO_ANG_LO.wav,angry,angry
1022_IEO_ANG_LO.wav,angry,angry
1008_IWW_FEA_XX.wav,fear,fear
YAF_ditch_neutral.wav,neutral,neutral
1065_ITS_FEA_XX.wav,fear,fear
1012_TAI_NEU_XX.wav,neutral,neutral
1044_IWW_FEA_XX.wav,fear,fear
1086_IEO_HAP_HI.wav,happy,happy
OAF_neat_neutral.wav,neutral,neutral
1012_IOM_SAD_XX.wav,sad,sad
1076_TIE_NEU_XX.wav,neutral,neutral
YAF_live_neutral.wav,neutral,neutral
1083_WSI_FEA_XX.wav,fear,fear
1022_IOM_FEA_XX.wav,fear,fear
YAF_hit_disgust.wav,disgust,disgust
1083_ITS_NEU_XX.wav,neutral,neutral
YAF_mode_disgust.wav,disgust,disgust
1021_IWL_FEA_XX.wav,fear,fear
1034_TSI_ANG_XX.wav,angry,angry
1026_WSI_NEU_XX.wav,neutral,neutral
1089_IEO_ANG_LO.wav,angry,angry
1085_IEO_FEA_HI.wav,fear,fear
OAF_reach_fear.wav,fear,fear
1078_IWW_NEU_XX.wav,neutral,neutral
1042_IWW_FEA_XX.wav,fear,fear
OAF_bought_fear.wav,fear,fear
1067_TAI_ANG_XX.wav,angry,angry
1026_WSI_ANG_XX.wav,angry,angry
1076_TAI_SAD_XX.wav,sad,sad
03-01-03-01-02-01-24.wav,happy,neutral
1061_IWL_FEA_XX.wav,fear,fear
1003_IEO_SAD_MD.wav,sad,sad
1005_TSI_SAD_XX.wav,sad,sad
1015_TAI_SAD_XX.wav,sad,sad
1073_TAI_NEU_XX.wav,neutral,neutral
1058_IEO_HAP_LO.wav,happy,happy
OAF_tape_sad.wav,sad,sad
1043_DFA_DIS_XX.wav,disgust,disgust
1038_ITS_SAD_XX.wav,sad,neutral
1077_TAI_ANG_XX.wav,angry,angry
1050_TSI_FEA_XX.wav,fear,fear
03-01-06-02-01-01-14.wav,fear,fear
1052_IWL_NEU_XX.wav,neutral,neutral
YAF_numb_neutral.wav,neutral,neutral
03-01-06-01-01-01-18.wav,fear,fear
1029_TSI_HAP_XX.wav,happy,happy
1011_IEO_DIS_HI.wav,disgust,disgust
1046_TIE_NEU_XX.wav,neutral,neutral
1056_IEO_DIS_LO.wav,disgust,disgust
YAF_shirt_fear.wav,fear,fear
YAF_voice_neutral.wav,neutral,neutral
YAF_lore_sad.wav,sad,sad
OAF_dip_disgust.wav,disgust,disgust
1033_IEO_HAP_MD.wav,happy,happy
1058_IEO_DIS_HI.wav,disgust,angry
1045_IWW_FEA_XX.wav,fear,fear
1006_TIE_FEA_XX.wav,fear,fear
1025_IEO_NEU_XX.wav,neutral,neutral
03-01-05-01-01-02-06.wav,angry,angry
1028_IWW_HAP_XX.wav,happy,happy
OAF_mop_happy.wav,happy,happy
1036_IEO_DIS_HI.wav,disgust,angry
1050_MTI_SAD_XX.wav,sad,sad
1006_ITH_FEA_XX.wav,fear,fear
1026_TAI_SAD_XX.wav,sad,sad
1052_IEO_HAP_MD.wav,happy,happy
1047_IEO_DIS_LO.wav,disgust,disgust
OAF_witch_disgust.wav,disgust,disgust
1061_ITH_HAP_XX.wav,happy,happy
OAF_cheek_disgust.wav,disgust,disgust
1067_DFA_DIS_XX.wav,disgust,disgust
1022_ITS_ANG_XX.wav,angry,angry
03-01-06-02-01-01-15.wav,fear,fear
1036_IEO_FEA_HI.wav,fear,fear
1047_MTI_ANG_XX.wav,angry,angry
JE_d01.wav,disgust,disgust
OAF_lot_sad.wav,sad,sad
YAF_shout_angry.wav,angry,angry
1017_IOM_HAP_XX.wav,happy,happy
1054_ITH_NEU_XX.wav,neutral,neutral
1077_DFA_FEA_XX.wav,fear,fear
1051_ITH_SAD_XX.wav,sad,sad
1051_IWL_HAP_XX.wav,happy,happy
OAF_turn_sad.wav,sad,sad
YAF_shout_fear.wav,fear,fear
1086_MTI_DIS_XX.wav,disgust,angry
1038_IEO_HAP_MD.wav,happy,happy
1050_TSI_SAD_XX.wav,sad,sad
1008_ITS_DIS_XX.wav,disgust,disgust
1026_IEO_DIS_MD.wav,disgust,disgust
1047_WSI_HAP_XX.wav,happy,happy
1053_IEO_DIS_LO.wav,disgust,disgust
OAF_met_angry.wav,angry,angry
OAF_kill_happy.wav,happy,happy
1006_IOM_FEA_XX.wav,fear,fear
1079_ITH_ANG_XX.wav,angry,angry
1019_MTI_DIS_XX.wav,disgust,disgust
1047_DFA_DIS_XX.wav,disgust,disgust
1066_ITH_HAP_XX.wav,happy,neutral
OAF_gin_happy.wav,happy,happy
1081_DFA_DIS_XX.wav,disgust,disgust
YAF_five_disgust.wav,disgust,disgust
1012_ITS_HAP_XX.wav,happy,happy
1037_IEO_ANG_MD.wav,angry,angry
1050_TSI_HAP_XX.wav,happy,happy
OAF_beg_happy.wav,happy,happy
1030_IEO_HAP_MD.wav,happy,happy
1071_ITS_NEU_XX.wav,neutral,sad
1009_IWW_ANG_XX.wav,angry,angry
YAF_lore_happy.wav,happy,happy
YAF_laud_angry.wav,angry,angry
YAF_pike_disgust.wav,disgust,disgust
1077_IOM_DIS_XX.wav,disgust,neutral
1038_TIE_DIS_XX.wav,disgust,disgust
OAF_jail_fear.wav,fear,fear
OAF_wire_fear.wav,fear,fear
KL_f03.wav,fear,fear
JK_d04.wav,disgust,disgust
1062_TSI_SAD_XX.wav,sad,sad
1060_MTI_ANG_XX.wav,angry,angry
1042_TAI_FEA_XX.wav,fear,fear
1013_IWL_DIS_XX.wav,disgust,disgust
1043_TAI_ANG_XX.wav,angry,angry
OAF_rough_happy.wav,happy,happy
1049_ITH_SAD_XX.wav,sad,sad
1035_ITH_FEA_XX.wav,fear,fear
1059_DFA_HAP_XX.wav,happy,happy
1002_IWW_NEU_XX.wav,neutral,neutral
OAF_loaf_neutral.wav,neutral,neutral
1080_ITS_DIS_XX.wav,disgust,disgust
1040_MTI_DIS_XX.wav,disgust,disgust
1028_DFA_ANG_XX.wav,angry,angry
03-01-05-02-02-01-21.wav,angry,angry
1056_MTI_ANG_XX.wav,angry,happy
OAF_chair_sad.wav,sad,sad
OAF_ditch_happy.wav,happy,happy
1041_TAI_SAD_XX.wav,sad,sad
1008_IEO_SAD_HI.wav,sad,sad
1039_IWL_DIS_XX.wav,disgust,disgust
1042_ITS_HAP_XX.wav,happy,happy
1003_IOM_NEU_XX.wav,neutral,neutral
1084_DFA_ANG_XX.wav,angry,angry
1005_IEO_FEA_MD.wav,fear,fear
03-01-06-02-02-01-04.wav,fear,fear
1058_TIE_NEU_XX.wav,neutral,neutral
1051_ITH_HAP_XX.wav,happy,happy
1067_TIE_HAP_XX.wav,happy,happy
1067_TAI_HAP_XX.wav,happy,happy
1071_TAI_SAD_XX.wav,sad,sad
YAF_thought_sad.wav,sad,sad
1020_TIE_DIS_XX.wav,disgust,disgust
1052_DFA_SAD_XX.wav,sad,neutral
1001_ITH_HAP_XX.wav,happy,happy
DC_f14.wav,fear,fear
1062_IEO_ANG_HI.wav,angry,angry
OAF_mess_disgust.wav,disgust,disgust
1043_IEO_FEA_MD.wav,fear,fear
YAF_boat_fear.wav,fear,fear
OAF_dime_disgust.wav,disgust,disgust
1020_DFA_FEA_XX.wav,fear,fear
1088_DFA_DIS_XX.wav,disgust,disgust
1076_MTI_SAD_XX.wav,sad,sad
1028_IEO_DIS_MD.wav,disgust,disgust
1012_ITH_HAP_XX.wav,happy,happy
YAF_ring_sad.wav,sad,sad
1072_TIE_SAD_XX.wav,sad,sad
JK_d12.wav,disgust,disgust
1035_ITS_NEU_XX.wav,neutral,neutral
1081_IEO_FEA_MD.wav,fear,fear
1043_IWW_SAD_XX.wav,sad,sad
JE_n15.wav,neutral,neutral
1041_IWL_NEU_XX.wav,neutral,sad
1002_IEO_ANG_LO.wav,angry,happy
OAF_wheat_disgust.wav,disgust,disgust
03-01-03-02-01-02-14.wav,happy,fear
1067_WSI_ANG_XX.wav,angry,angry
1043_TSI_DIS_XX.wav,disgust,disgust
1078_IEO_ANG_HI.wav,angry,angry
YAF_mood_fear.wav,fear,fear
1032_IOM_NEU_XX.wav,neutral,neutral
YAF_gaze_angry.wav,angry,angry
1038_DFA_DIS_XX.wav,disgust,disgust
1018_IEO_HAP_MD.wav,happy,happy
1090_IEO_HAP_LO.wav,happy,fear
1026_ITH_SAD_XX.wav,sad,sad
1067_IEO_ANG_MD.wav,angry,angry
1059_ITS_NEU_XX.wav,neutral,neutral
OAF_death_disgust.wav,disgust,disgust
1029_IEO_ANG_HI.wav,angry,angry
OAF_shawl_angry.wav,angry,angry
1049_IEO_ANG_MD.wav,angry,angry
1033_TAI_NEU_XX.wav,neutral,neutral
YAF_choice_sad.wav,sad,sad
1052_MTI_DIS_XX.wav,disgust,disgust
YAF_witch_sad.wav,sad,sad
YAF_life_neutral.wav,neutral,neutral
1081_TAI_ANG_XX.wav,angry,angry
1090_IOM_HAP_XX.wav,happy,happy
OAF_mop_sad.wav,sad,sad
1002_IEO_DIS_LO.wav,disgust,disgust
YAF_hash_fear.wav,fear,fear
1042_MTI_NEU_XX.wav,neutral,neutral
OAF_pole_angry.wav,angry,angry
1063_MTI_DIS_XX.wav,disgust,disgust
1090_TIE_ANG_XX.wav,angry,angry
OAF_death_angry.wav,angry,angry
1084_IWL_HAP_XX.wav,happy,happy
1026_TIE_ANG_XX.wav,angry,angry
1049_DFA_HAP_XX.wav,happy,fear
1048_MTI_NEU_XX.wav,neutral,neutral
1052_IWL_SAD_XX.wav,sad,sad
1081_MTI_SAD_XX.wav,sad,sad
1060_TAI_HAP_XX.wav,happy,happy
YAF_pool_happy.wav,happy,happy
1013_TAI_HAP_XX.wav,happy,happy
1038_DFA_NEU_XX.wav,neutral,neutral
1068_ITH_HAP_XX.wav,happy,happy
1031_IEO_SAD_HI.wav,sad,sad
1011_DFA_NEU_XX.wav,neutral,sad
1020_IOM_HAP_XX.wav,happy,happy
1085_TIE_DIS_XX.wav,disgust,disgust
